,x4_Av,x13_2fmCon,x4_Gd,BsmtFullBath,FullBath,Fireplaces,OpenPorchSF,LotArea,x9_1.5Fin,isNew,LotFrontage_median,x9_2Story,x5_Grav,x13_Twnhs,x10_PConc,WoodDeckSF,hasGarage,x3_GdWo,firstFlrSF,x7_Inside,x4_No,TotRmsAbvGrd,x10_BrkTil,x7_CulDSac,x12_Y,YearRemodAdd,GarageArea,x6_FuseF,x3_MnPrv,x6_SBrkr,HalfBath
131,0.0,0.0,0.0,0,2,1.0,40.0,10364.0,0.0,False,70.0,1.0,0.0,0.0,1.0,0.0,True,0.0,806.0,1.0,1.0,7.0,0.0,0.0,1.0,11,373.0,0.0,0.0,1.0,1
133,0.0,0.0,0.0,0,1,0.0,0.0,8500.0,0.0,False,85.0,0.0,0.0,0.0,0.0,0.0,True,1.0,1235.0,1.0,1.0,6.0,0.0,0.0,1.0,45,480.0,0.0,0.0,1.0,0
134,0.0,0.0,0.0,0,2,0.0,68.0,11317.0,0.0,True,72.0,1.0,0.0,0.0,1.0,144.0,True,0.0,840.0,1.0,1.0,8.0,0.0,0.0,1.0,4,500.0,0.0,0.0,1.0,1
135,0.0,0.0,0.0,0,1,0.0,0.0,3636.0,0.0,False,40.0,0.0,0.0,0.0,0.0,0.0,False,0.0,796.0,1.0,1.0,5.0,1.0,0.0,0.0,58,0.0,0.0,1.0,1.0,0
136,0.0,0.0,0.0,1,1,1.0,90.0,4224.0,0.0,False,44.0,0.0,0.0,0.0,1.0,273.6,True,0.0,1142.0,1.0,1.0,6.0,0.0,0.0,1.0,31,528.0,0.0,1.0,1.0,1
137,0.0,0.0,0.0,0,2,1.0,112.0,7500.0,0.0,True,62.0,0.0,0.0,0.0,1.0,38.0,True,0.0,1266.0,1.0,1.0,6.0,0.0,0.0,1.0,1,453.0,0.0,0.0,1.0,0
138,0.0,0.0,0.0,0,2,0.0,60.0,4928.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,958.0,1.0,1.0,5.0,0.0,0.0,1.0,33,440.0,0.0,0.0,1.0,0
139,0.0,0.0,0.0,0,2,0.0,56.0,8791.0,0.0,True,64.0,1.0,0.0,0.0,1.0,216.0,True,0.0,864.0,1.0,1.0,7.0,0.0,0.0,1.0,5,673.0,0.0,0.0,1.0,1
140,0.0,0.0,0.0,0,2,0.0,0.0,12155.0,0.0,False,70.0,1.0,0.0,0.0,0.0,0.0,True,0.0,810.0,1.0,1.0,7.0,1.0,0.0,0.0,58,400.0,0.0,0.0,1.0,0
141,0.0,0.0,0.0,0,1,1.0,0.0,8850.0,0.0,False,65.0,0.0,0.0,0.0,0.0,0.0,True,0.0,815.0,0.0,1.0,7.0,1.0,0.0,1.0,56,225.0,0.0,0.0,1.0,0
142,0.0,0.0,0.0,0,1,0.0,36.0,9364.0,0.0,False,80.0,1.0,0.0,0.0,0.0,273.6,True,0.0,663.0,0.0,1.0,7.0,0.0,0.0,1.0,41,299.0,0.0,1.0,1.0,1
143,1.0,0.0,0.0,0,2,0.0,56.0,9849.0,0.0,True,83.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1689.0,1.0,0.0,7.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,0
144,0.0,0.0,0.0,0,1,1.0,0.0,5700.0,1.0,False,70.0,0.0,0.0,0.0,1.0,0.0,True,0.0,572.0,1.0,1.0,5.0,0.0,0.0,1.0,58,288.0,0.0,0.0,1.0,0
145,1.0,0.0,0.0,1,1,1.0,0.0,4426.0,0.0,True,70.0,0.0,0.0,0.0,1.0,149.0,True,0.0,848.0,1.0,0.0,3.0,0.0,0.0,1.0,4,420.0,0.0,0.0,1.0,0
146,0.0,0.0,0.0,0,1,0.0,65.0,7200.0,1.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,803.0,0.0,1.0,6.0,0.0,0.0,1.0,11,297.0,0.0,1.0,1.0,1
147,0.0,0.0,0.0,1,1,0.0,0.0,11200.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1040.0,1.0,1.0,5.0,0.0,0.0,1.0,43,384.0,0.0,0.0,1.0,0
148,0.0,0.0,0.0,0,2,1.0,112.0,9612.0,0.0,True,74.0,0.0,0.0,0.0,1.0,210.0,True,0.0,1468.0,1.0,1.0,6.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,0
149,1.0,0.0,0.0,1,2,1.0,26.0,9591.0,0.0,True,76.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1692.3000000000002,1.0,0.0,7.0,0.0,0.0,1.0,4,728.05,0.0,0.0,1.0,0
150,0.0,0.0,0.0,0,2,1.0,104.0,11218.0,0.0,False,70.0,1.0,0.0,0.0,1.0,273.6,True,0.0,1055.0,1.0,1.0,8.0,0.0,0.0,1.0,18,462.0,0.0,0.0,1.0,1
151,0.0,0.0,0.0,0,2,1.0,112.0,10463.0,0.0,True,72.0,1.0,0.0,0.0,1.0,0.0,True,0.0,901.0,0.0,1.0,8.0,0.0,1.0,1.0,1,728.05,0.0,0.0,1.0,1
153,0.0,0.0,0.0,0,1,1.0,0.0,6993.0,0.0,False,65.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1236.0,1.0,1.0,6.0,0.0,0.0,1.0,12,288.0,0.0,0.0,1.0,0
154,0.0,0.0,0.0,1,2,1.0,112.0,9430.0,0.0,False,82.0,1.0,0.0,0.0,1.0,0.0,True,0.0,1268.0,1.0,0.0,8.0,0.0,0.0,1.0,10,728.05,0.0,0.0,1.0,1
155,0.0,0.0,0.0,0,1,1.0,0.0,9855.0,0.0,False,73.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1689.0,0.0,1.0,7.0,0.0,0.0,1.0,53,480.0,0.0,1.0,1.0,0
156,0.0,0.0,0.0,1,1,1.6,0.0,9300.0,0.0,False,73.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1264.0,1.0,1.0,6.0,0.0,0.0,1.0,50,461.0,0.0,0.0,1.0,0
158,1.0,0.0,0.0,0,2,0.0,112.0,11096.0,0.0,True,84.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1656.0,1.0,0.0,7.0,0.0,0.0,1.0,1,728.05,0.0,0.0,1.0,0
160,0.0,0.0,0.0,1,2,0.0,48.0,2160.0,0.0,False,29.599999999999998,1.0,0.0,1.0,1.0,0.0,True,0.0,624.0,1.0,1.0,4.0,0.0,0.0,1.0,8,462.0,0.0,0.0,1.0,1
161,1.0,0.0,0.0,0,1,0.0,0.0,7200.0,0.0,False,60.0,0.0,0.0,0.0,0.0,215.0,True,0.0,894.0,1.0,0.0,6.0,0.0,0.0,1.0,37,600.0,0.0,0.0,1.0,0
162,0.0,0.0,0.0,0,1,1.0,22.0,8263.0,0.0,False,59.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1012.0,1.0,1.0,6.0,1.0,0.0,1.0,57,308.0,0.0,1.0,0.0,0
163,0.0,0.0,0.0,0,1,0.0,0.0,10215.0,0.0,False,75.0,0.0,0.0,0.0,1.0,0.0,True,0.0,948.0,1.0,1.0,5.0,0.0,0.0,1.0,53,248.0,0.0,0.0,1.0,0
164,0.0,0.0,0.0,1,2,1.0,35.0,6371.0,0.0,True,44.0,0.0,0.0,0.0,1.0,192.0,True,0.0,1358.0,1.0,0.0,6.0,0.0,0.0,1.0,0,484.0,0.0,0.0,1.0,0
165,0.0,0.0,0.0,0,2,1.0,0.0,10175.0,0.0,False,90.4,0.0,0.0,0.0,0.0,0.0,True,0.0,1425.0,1.0,1.0,7.0,0.0,0.0,1.0,44,576.0,0.0,0.0,1.0,0
166,0.0,0.0,0.0,0,2,1.0,100.0,11999.0,0.0,True,90.4,1.0,0.0,0.0,1.0,104.0,True,0.0,1234.0,1.0,1.0,8.2,0.0,0.0,1.0,3,656.0,0.0,0.0,1.0,1
168,0.0,0.0,0.0,0,2,1.0,111.0,10355.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1214.0,0.0,1.0,5.0,0.0,0.0,1.0,40,318.0,0.0,0.0,1.0,0
170,0.0,0.0,0.0,0,2,1.0,70.0,13923.6,0.0,False,90.0,0.0,0.0,0.0,0.0,84.0,True,0.0,1692.3000000000002,0.0,0.0,7.0,0.0,1.0,1.0,18,701.0,0.0,0.0,1.0,0
171,0.0,0.0,0.0,0,2,0.0,0.0,11040.0,0.0,False,80.0,0.0,0.0,0.0,0.0,55.0,True,0.0,1258.0,1.0,1.0,5.0,0.0,0.0,1.0,4,528.0,0.0,0.0,1.0,0
173,0.0,0.0,0.0,0,2,1.6,83.0,10125.0,0.0,False,75.0,0.0,0.0,0.0,0.0,238.0,True,0.0,1279.0,1.0,1.0,6.0,0.0,0.0,1.0,31,473.0,0.0,1.0,1.0,0
174,0.0,0.0,1.0,1,2,1.0,0.0,13923.6,0.0,True,90.4,0.0,0.0,0.0,1.0,0.0,True,0.0,1692.3000000000002,0.0,0.0,7.0,0.0,0.0,1.0,0,712.0,0.0,0.0,1.0,0
175,0.0,0.0,1.0,0,2,1.0,92.0,9350.0,0.0,False,85.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1265.0,1.0,0.0,6.0,0.0,0.0,1.0,9,502.0,0.0,1.0,1.0,0
176,0.0,0.0,0.0,0,2,0.0,0.0,8000.0,0.0,False,80.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1692.3000000000002,0.0,1.0,8.2,0.0,0.0,0.0,46,0.0,0.0,0.0,1.0,0
177,0.0,0.0,0.0,0,1,1.6,0.0,10918.0,0.0,False,53.0,1.0,0.0,0.0,0.0,0.0,True,0.0,1276.0,1.0,1.0,8.2,1.0,0.0,1.0,5,282.0,0.0,1.0,1.0,1
178,0.0,0.0,1.0,1,2,1.0,75.0,11302.0,0.0,True,69.0,0.0,0.0,0.0,1.0,180.0,True,0.0,1692.3000000000002,1.0,0.0,7.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,0
179,0.0,0.0,1.0,1,1,0.0,28.0,3675.0,0.0,True,35.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1072.0,1.0,0.0,5.0,0.0,0.0,1.0,1,525.0,0.0,0.0,1.0,0
180,0.0,0.0,0.0,1,2,0.0,72.0,9808.0,0.0,True,67.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1573.0,1.0,1.0,6.0,0.0,0.0,1.0,7,544.0,0.0,0.0,1.0,0
181,0.0,0.0,1.0,1,2,1.0,102.0,13891.0,0.0,True,90.4,0.0,0.0,0.0,1.0,0.0,True,0.0,1692.3000000000002,1.0,0.0,6.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,0
182,0.0,0.0,0.0,0,2,1.0,20.0,3182.0,0.0,True,43.0,0.0,0.0,0.0,1.0,156.0,True,0.0,1504.0,1.0,1.0,7.0,0.0,0.0,1.0,2,437.0,0.0,0.0,1.0,0
183,1.0,0.0,0.0,1,1,1.0,30.0,9101.0,0.0,False,70.0,0.0,0.0,0.0,1.0,273.6,True,0.0,1110.0,0.0,0.0,4.0,0.0,0.0,1.0,31,602.0,0.0,0.0,1.0,0
184,0.0,0.0,0.0,0,1,1.0,80.0,9600.0,0.0,False,80.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1113.0,1.0,1.0,5.0,0.0,0.0,1.0,2,264.0,0.0,0.0,1.0,0
185,1.0,0.0,0.0,0,1,0.0,0.0,7200.0,0.0,False,60.0,0.0,0.0,0.0,0.0,196.0,True,0.0,780.0,1.0,0.0,4.0,0.0,0.0,1.0,36,352.0,0.0,1.0,1.0,0
186,0.0,0.0,0.0,0,1,1.0,0.0,11409.0,1.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1148.0,1.0,1.0,8.0,0.0,0.0,1.0,1,281.0,0.0,0.0,1.0,1
187,0.0,0.0,0.0,0,2,0.0,112.0,9541.0,0.0,True,79.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1502.0,1.0,1.0,7.0,0.0,0.0,1.0,0,644.0,0.0,0.0,1.0,0
188,1.0,0.0,0.0,1,1,1.0,0.0,4438.0,0.0,True,70.0,0.0,0.0,0.0,1.0,149.0,True,0.0,848.0,1.0,0.0,3.0,0.0,0.0,1.0,4,420.0,0.0,0.0,1.0,0
189,0.0,0.0,0.0,0,2,0.0,0.0,8520.0,1.0,False,71.0,0.0,0.0,0.0,0.0,0.0,True,0.0,910.0,0.0,1.0,6.0,0.0,0.0,1.0,58,720.0,0.0,1.0,1.0,0
190,0.0,0.0,0.0,1,1,1.0,90.0,8246.0,0.0,False,70.0,0.0,0.0,0.0,0.0,273.6,True,0.0,1060.0,1.0,0.0,6.0,0.0,0.0,1.0,9,270.0,0.0,1.0,1.0,0
191,0.0,0.0,0.0,0,2,0.0,112.0,11639.0,0.0,True,90.4,0.0,0.0,0.0,1.0,0.0,True,0.0,1428.0,0.0,1.0,6.0,0.0,0.0,1.0,0,480.0,0.0,0.0,1.0,0
192,0.0,0.0,0.0,1,1,0.0,42.0,8900.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1056.0,1.0,1.0,5.0,0.0,0.0,1.0,40,384.0,0.0,1.0,1.0,0
193,1.0,0.0,0.0,1,2,1.0,66.0,12444.0,0.0,True,90.4,0.0,0.0,0.0,1.0,0.0,True,0.0,1692.3000000000002,0.0,0.0,7.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,0
194,0.0,0.0,0.0,0,2,1.0,63.0,9765.0,0.0,False,70.0,1.0,0.0,0.0,1.0,232.0,True,0.0,680.0,0.0,1.0,6.0,0.0,0.0,1.0,16,420.0,0.0,0.0,1.0,1
195,0.0,0.0,0.0,1,2,1.0,65.0,11029.0,0.0,False,70.0,1.0,0.0,0.0,0.0,0.0,True,0.0,1512.0,0.0,0.0,8.2,0.0,0.0,1.0,22,619.0,0.0,0.0,1.0,1
196,0.0,0.0,0.0,1,1,0.0,0.0,7931.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1148.0,1.0,1.0,6.0,0.0,0.0,1.0,50,672.0,0.0,0.0,1.0,0
197,0.0,0.0,0.0,0,2,1.0,48.0,8244.0,0.0,True,62.0,1.0,0.0,0.0,1.0,100.0,True,0.0,840.0,1.0,1.0,7.0,0.0,0.0,1.0,3,440.0,0.0,0.0,1.0,1
198,0.0,0.0,0.0,0,2,1.0,21.0,10800.0,1.0,False,60.0,0.0,0.0,0.0,0.0,273.6,True,0.0,1096.0,1.0,1.0,7.0,0.0,0.0,1.0,17,566.0,0.0,0.0,1.0,0
199,0.0,0.0,0.0,1,1,1.0,0.0,7015.0,1.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,979.0,0.0,1.0,5.0,0.0,0.0,1.0,59,352.0,0.0,0.0,1.0,0
200,0.0,0.0,0.0,0,2,1.0,45.0,9240.0,0.0,True,70.0,1.0,0.0,0.0,1.0,0.0,True,0.0,1055.0,1.0,1.0,7.0,0.0,0.0,1.0,6,728.05,0.0,0.0,1.0,1
201,0.0,0.0,0.0,0,2,0.0,0.0,13837.0,1.0,False,70.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1377.0,0.0,1.0,8.2,0.0,0.0,1.0,18,728.05,0.0,0.0,1.0,1
202,0.0,0.0,0.0,0,1,0.0,0.0,9022.0,0.0,False,52.0,0.0,0.0,0.0,0.0,273.6,True,0.0,792.0,1.0,1.0,5.0,1.0,0.0,1.0,3,240.0,0.0,0.0,1.0,0
203,0.0,0.0,0.0,0,2,1.0,112.0,11194.0,0.0,False,90.4,1.0,0.0,0.0,1.0,188.0,True,0.0,1454.0,0.0,1.0,7.0,0.0,0.0,1.0,6,504.0,0.0,0.0,1.0,1
204,0.0,0.0,0.0,0,1,0.0,24.0,9000.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1006.0,1.0,1.0,5.0,0.0,0.0,1.0,49,0.0,0.0,0.0,1.0,0
205,1.0,0.0,0.0,1,2,1.0,20.0,4045.0,0.0,True,53.0,0.0,0.0,0.0,1.0,161.0,True,0.0,1500.0,1.0,0.0,6.0,0.0,0.0,1.0,0,648.0,0.0,0.0,1.0,0
206,0.0,0.0,0.0,0,2,0.0,0.0,2280.0,0.0,False,29.599999999999998,1.0,0.0,1.0,1.0,0.0,True,0.0,757.0,1.0,1.0,6.0,0.0,0.0,1.0,9,440.0,0.0,0.0,1.0,1
207,0.0,0.0,0.0,1,2,1.0,112.0,11475.0,0.0,False,85.0,1.0,0.0,0.0,0.0,209.0,True,0.0,811.0,1.0,1.0,6.0,0.0,0.0,1.0,31,434.0,0.0,1.0,1.0,1
209,0.0,0.0,0.0,0,1,1.0,0.0,7588.0,0.0,False,54.0,1.0,0.0,0.0,0.0,0.0,True,0.0,901.0,1.0,1.0,8.2,1.0,0.0,1.0,56,216.0,0.0,0.0,1.0,1
211,0.0,0.0,0.0,0,2,1.0,75.0,7875.0,0.0,True,63.0,1.0,0.0,0.0,1.0,0.0,True,0.0,807.0,1.0,1.0,8.0,0.0,0.0,1.0,3,393.0,0.0,0.0,1.0,1
212,0.0,0.0,0.0,0,1,0.0,112.0,7879.0,0.0,False,60.0,0.0,0.0,0.0,0.0,0.0,False,1.0,720.0,1.0,1.0,4.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0
213,0.0,0.0,0.0,0,1,0.0,0.0,7150.0,0.0,False,65.0,0.0,0.0,0.0,0.0,0.0,True,1.0,892.0,1.0,1.0,5.0,0.0,0.0,1.0,42,288.0,0.0,0.0,1.0,0
215,0.0,0.0,0.0,0,2,1.0,112.0,7590.0,0.0,False,69.0,1.0,0.0,0.0,0.0,0.0,True,0.0,876.0,1.0,1.0,8.0,0.0,0.0,1.0,45,264.0,0.0,0.0,1.0,0
216,0.0,0.0,0.0,0,1,0.0,0.0,9750.0,0.0,False,75.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1442.0,1.0,1.0,7.0,0.0,0.0,1.0,49,301.0,0.0,0.0,1.0,1
217,0.0,0.0,0.0,0,2,0.0,0.0,10410.0,1.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,808.0,1.0,1.0,8.0,0.0,0.0,1.0,22,180.0,0.0,1.0,1.0,1
218,0.0,0.0,0.0,0,2,0.0,0.0,11600.0,0.0,False,80.0,1.0,0.0,0.0,0.0,0.0,True,0.0,1105.0,0.0,1.0,8.2,0.0,0.0,1.0,50,480.0,0.0,0.0,0.0,0
219,0.0,0.0,0.0,1,2,1.0,112.0,4671.0,0.0,False,40.0,0.0,0.0,0.0,1.0,168.0,True,0.0,1228.0,1.0,0.0,5.0,0.0,0.0,1.0,19,472.0,0.0,0.0,1.0,0
220,0.0,0.0,0.0,1,2,0.0,0.0,8012.0,0.0,False,50.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1575.0,1.0,1.0,5.0,0.0,0.0,1.0,15,529.0,0.0,0.0,1.0,0
221,0.0,0.0,0.0,0,1,1.0,0.0,9600.0,0.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1134.0,1.0,1.0,8.0,1.0,0.0,0.0,58,396.0,0.0,0.0,1.0,1
222,0.0,0.0,0.0,0,1,1.0,36.0,13923.6,0.0,False,80.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1152.0,1.0,1.0,6.0,0.0,0.0,1.0,5,300.0,0.0,0.0,1.0,0
223,1.0,0.0,0.0,0,2,0.0,12.0,12134.0,1.0,False,90.4,0.0,0.0,0.0,0.0,273.6,True,0.0,1080.0,1.0,0.0,8.0,0.0,0.0,1.0,5,492.0,0.0,0.0,1.0,0
224,0.0,0.0,1.0,0,2,1.0,36.0,10991.0,0.0,True,89.0,0.0,0.0,0.0,1.0,100.0,True,0.0,1571.0,1.0,0.0,7.0,0.0,0.0,1.0,0,722.0,0.0,0.0,1.0,0
225,0.0,0.0,0.0,0,2,1.0,112.0,9828.0,0.0,False,80.0,1.0,0.0,0.0,1.0,0.0,True,0.0,1142.0,1.0,1.0,8.0,0.0,0.0,1.0,14,466.0,0.0,0.0,1.0,1
226,0.0,0.0,0.0,0,2,0.0,112.0,7153.0,0.0,False,65.0,1.0,0.0,0.0,1.0,0.0,True,0.0,810.0,1.0,1.0,7.0,0.0,0.0,1.0,14,484.0,0.0,0.0,1.0,1
227,0.0,0.0,0.0,0,2,1.0,112.0,4230.0,0.0,True,47.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1352.0,0.0,1.0,5.0,0.0,0.0,1.0,0,466.0,0.0,0.0,1.0,0
229,1.0,0.0,0.0,1,2,1.0,18.0,8199.0,0.0,True,63.0,1.0,0.0,0.0,1.0,36.0,True,0.0,728.0,1.0,0.0,7.0,0.0,0.0,1.0,3,410.0,0.0,0.0,1.0,1
230,0.0,0.0,0.0,1,2,0.0,20.0,8700.0,0.0,False,80.0,0.0,0.0,0.0,0.0,192.0,True,0.0,1128.0,1.0,0.0,6.0,0.0,0.0,1.0,45,525.0,0.0,1.0,1.0,0
231,1.0,0.0,0.0,1,1,0.0,18.0,7728.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,1.0,1190.0,1.0,0.0,6.0,0.0,0.0,1.0,44,540.0,0.0,0.0,1.0,0
232,1.0,0.0,0.0,1,1,1.0,38.0,10010.0,0.0,False,77.0,0.0,0.0,0.0,0.0,240.0,True,0.0,1389.0,1.0,0.0,6.0,0.0,0.0,1.0,31,418.0,0.0,0.0,1.0,0
233,0.0,0.0,0.0,0,1,1.0,0.0,7558.0,1.0,False,57.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1172.0,1.0,1.0,8.2,1.0,0.0,1.0,59,342.0,0.0,0.0,1.0,1
235,0.0,1.0,0.0,1,1,1.6,4.0,7420.0,0.0,False,50.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1077.0,0.0,1.0,5.0,1.0,0.0,1.0,58,205.0,0.0,0.0,1.0,0
236,1.0,0.0,0.0,0,2,0.0,112.0,3000.0,0.0,True,30.0,1.0,0.0,0.0,1.0,0.0,True,0.0,612.0,1.0,0.0,4.0,0.0,0.0,1.0,0,528.0,0.0,0.0,1.0,1
237,0.0,0.0,0.0,0,1,1.0,0.0,6435.0,1.0,False,65.0,0.0,0.0,0.0,0.0,0.0,True,0.0,972.0,1.0,1.0,6.0,1.0,0.0,1.0,56,312.0,0.0,0.0,1.0,0
239,0.0,0.0,0.0,1,1,1.0,85.0,8450.0,0.0,False,65.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1056.0,1.0,1.0,6.0,0.0,0.0,1.0,42,304.0,0.0,0.0,1.0,0
240,0.0,0.0,0.0,0,2,0.0,0.0,10778.0,0.0,False,72.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1692.3000000000002,1.0,1.0,8.0,0.0,0.0,0.0,42,0.0,0.0,0.0,1.0,0
241,0.0,0.0,0.0,0,1,0.0,42.0,3880.0,0.0,False,40.0,0.0,0.0,0.0,0.0,58.0,False,0.0,866.0,1.0,1.0,4.0,0.0,0.0,1.0,10,0.0,0.0,0.0,1.0,0
242,0.0,0.0,0.0,0,2,1.0,0.0,11184.0,0.0,False,70.0,1.0,0.0,0.0,0.0,243.0,True,0.0,918.0,1.0,1.0,7.0,0.0,0.0,1.0,31,440.0,0.0,0.0,1.0,1
243,0.0,0.0,0.0,1,1,0.0,0.0,8400.0,0.0,False,70.0,0.0,0.0,0.0,0.0,250.0,True,0.0,1314.0,1.0,1.0,5.0,0.0,0.0,1.0,53,294.0,0.0,0.0,1.0,0
245,0.0,0.0,0.0,0,2,0.0,0.0,10793.0,0.0,False,80.0,1.0,0.0,0.0,0.0,208.0,True,1.0,780.0,1.0,1.0,7.0,0.0,0.0,1.0,38,462.0,0.0,0.0,1.0,1
246,0.0,0.0,0.0,0,2,1.0,50.0,8400.0,0.0,False,70.0,1.0,0.0,0.0,0.0,0.0,True,0.0,888.0,1.0,1.0,7.0,0.0,0.0,1.0,29,476.0,0.0,1.0,1.0,1
247,0.0,0.0,0.0,1,1,0.0,36.0,12000.0,0.0,False,90.4,0.0,0.0,0.0,0.0,0.0,True,1.0,1122.0,1.0,1.0,6.0,0.0,0.0,1.0,3,528.0,0.0,0.0,1.0,0
248,0.0,1.0,0.0,0,2,0.0,60.0,9142.0,0.0,False,69.0,1.0,0.0,0.0,0.0,0.0,True,0.0,908.0,1.0,1.0,8.2,0.0,0.0,0.0,56,440.0,0.0,0.0,0.0,0
249,0.0,0.0,0.0,1,1,0.0,0.0,7500.0,0.0,False,75.0,0.0,0.0,0.0,0.0,218.0,True,0.0,1246.0,1.0,1.0,6.0,0.0,0.0,1.0,16,305.0,0.0,0.0,1.0,1
250,0.0,0.0,0.0,1,2,1.0,0.0,7750.0,0.0,True,70.0,0.0,0.0,0.0,1.0,120.0,True,0.0,779.0,1.0,1.0,7.0,0.0,0.0,1.0,7,527.0,0.0,0.0,1.0,1
251,0.0,0.0,0.0,0,2,1.0,60.0,13923.6,0.0,True,50.0,0.0,0.0,0.0,1.0,144.0,True,0.0,1670.0,0.0,1.0,7.0,0.0,1.0,1.0,0,690.0,0.0,0.0,1.0,0
252,1.0,0.0,0.0,1,2,1.0,73.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1692.3000000000002,1.0,0.0,7.0,0.0,0.0,1.0,37,540.0,0.0,0.0,1.0,0
253,0.0,0.0,0.0,0,2,1.6,0.0,6120.0,1.0,False,51.0,0.0,0.0,0.0,0.0,90.0,True,0.0,1022.0,1.0,1.0,8.0,1.0,0.0,1.0,58,468.0,1.0,0.0,0.0,0
254,0.0,0.0,0.0,0,1,0.0,0.0,5900.0,0.0,False,51.0,0.0,0.0,0.0,1.0,0.0,False,0.0,869.0,1.0,1.0,4.0,0.0,0.0,1.0,48,0.0,0.0,0.0,0.0,0
255,0.0,0.0,0.0,0,1,0.0,112.0,5520.0,0.0,False,90.4,0.0,0.0,0.0,0.0,0.0,False,0.0,929.0,0.0,1.0,8.0,0.0,0.0,1.0,59,0.0,0.0,1.0,1.0,0
256,0.0,0.0,0.0,1,1,0.0,0.0,9144.0,1.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,988.0,1.0,1.0,8.0,0.0,0.0,1.0,26,240.0,0.0,0.0,1.0,0
257,0.0,0.0,0.0,1,1,1.0,84.0,3316.0,0.0,True,37.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1247.0,1.0,1.0,4.0,0.0,0.0,1.0,1,550.0,0.0,0.0,1.0,1
258,0.0,0.0,0.0,0,2,1.0,63.0,13923.6,0.0,False,46.0,1.0,0.0,0.0,0.0,273.6,True,0.0,1236.0,0.0,1.0,7.0,0.0,1.0,1.0,17,542.0,0.0,1.0,1.0,1
259,0.0,0.0,0.0,0,1,1.0,0.0,9600.0,0.0,False,80.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1242.0,1.0,1.0,6.0,0.0,0.0,1.0,34,528.0,0.0,0.0,1.0,1
261,0.0,0.0,0.0,0,1,0.0,0.0,8926.0,0.0,False,70.0,0.0,0.0,0.0,0.0,64.0,True,0.0,960.0,0.0,1.0,5.0,0.0,0.0,1.0,53,288.0,0.0,1.0,0.0,0
262,0.0,0.0,1.0,1,2,0.0,44.0,13923.6,0.0,False,80.0,1.0,0.0,0.0,1.0,273.6,True,0.0,1306.0,1.0,0.0,7.0,0.0,0.0,1.0,13,533.0,0.0,0.0,1.0,1
263,0.0,0.0,0.0,0,1,0.0,0.0,7800.0,0.0,False,65.0,0.0,0.0,0.0,1.0,64.0,True,0.0,899.0,1.0,1.0,5.0,0.0,0.0,1.0,5,288.0,0.0,1.0,1.0,0
